Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
AX003,ABC Soverign Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,754076,39662,793738,3.75%
AX003,ABC Soverign Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,342775,34646,377421,2.76%
AX003,ABC Soverign Wealth Fund,AAMC,Altisource Asset,259939,6379610,288691,57796,346487,5.43%
AX003,ABC Soverign Wealth Fund,AAU,Almaden Minerals,417842,15472303,640389,72382,712771,4.61%
AX003,ABC Soverign Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,661285,3351,664636,4.47%
AX003,ABC Soverign Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,822148,48069,870217,3.09%
AX003,ABC Soverign Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,489107,83226,572333,1.97%
AX003,ABC Soverign Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,406303,-8670,397633,4.37%
AX003,ABC Soverign Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,163994,13429,177423,0.86%
AX003,ABC Soverign Wealth Fund,ACU,Acme United Corp,205776,13071018,773448,26528,799976,6.12%
AX003,ABC Soverign Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,802477,77333,879810,3.77%
AX003,ABC Soverign Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,841845,47886,889731,4.32%
AX003,ABC Soverign Wealth Fund,ACY,Aerocentury Corp,320237,18665084,91415,52929,144344,0.77%
AX003,ABC Soverign Wealth Fund,AE,Adams Resources & Energy,317647,16875502,310512,35397,345909,2.05%
AX003,ABC Soverign Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,871450,56122,927572,3.81%
AX003,ABC Soverign Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,619667,28659,648326,3.45%
AX003,ABC Soverign Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,768333,-2926,765407,26.68%
AX003,ABC Soverign Wealth Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,548436,33969,582405,2.24%
AX003,ABC Soverign Wealth Fund,AGE,Agex Therapeutics Inc,457705,11015510,181911,73758,255669,2.32%
AX003,ABC Soverign Wealth Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,172465,76563,249028,7.81%
AX003,ABC Soverign Wealth Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,277705,72567,350272,7.21%
AX003,ABC Soverign Wealth Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,568193,58505,626698,2.36%
AX003,ABC Soverign Wealth Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,849808,81422,931230,11.07%
AX003,ABC Soverign Wealth Fund,AGQ,Ultra Silver Proshares,434243,5728329,291036,43432,334468,5.84%
AX003,ABC Soverign Wealth Fund,AGT,Argentina Ishares MSCI ETF,170417,24700862,500362,73864,574226,2.32%
AX003,ABC Soverign Wealth Fund,AGZ,Agency Bond Ishares ETF,333619,28719687,823464,59689,883153,3.08%
AX003,ABC Soverign Wealth Fund,AIEQ,Ai Powered Equity ETF,181760,10279456,850633,61770,912403,8.88%
AX003,ABC Soverign Wealth Fund,AIIQ,Ai Powered International Equity ETF,105700,24208399,735977,28837,764814,3.16%
AX003,ABC Soverign Wealth Fund,AINC,Ashford Inc,387397,26095820,25671,-2851,22820,0.09%
WS202,XYZ Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,624950,28845,653795,2.48%
WS202,XYZ Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,666291,78412,744703,3.83%
WS202,XYZ Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,593774,46347,640121,2.35%
WS202,XYZ Insurance Fund,ALO,Alio Gold Corp,269159,10642837,477425,57879,535304,5.03%
WS202,XYZ Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,471961,58706,530667,2.97%
WS202,XYZ Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,13526,66935,80461,0.36%
WS202,XYZ Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,589763,44431,634194,2.12%
WS202,XYZ Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,30497,76173,106670,2.95%
WS202,XYZ Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,321509,29308,350817,27.61%
WS202,XYZ Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,372707,38012,410719,72.17%
WS202,XYZ Insurance Fund,AMPE,Ampio Pharmaceuticals,450084,1705883,551653,38610,590263,34.60%
WS202,XYZ Insurance Fund,AMS,American Shared Hospital Services,417056,24131521,898854,47270,946124,3.92%
WS202,XYZ Insurance Fund,AMU,Etracs Alerian MLP Index ETN,213001,4685241,215380,59379,274759,5.86%
WS202,XYZ Insurance Fund,AMUB,Etracs Alerian MLP ETN Series B,462746,7521273,848398,-1798,846600,11.26%
WS202,XYZ Insurance Fund,AMZA,Infracap MLP ETF,446334,12143849,756952,56377,813329,6.70%
WS202,XYZ Insurance Fund,ANGL,Fallen Angel HY Bond ETF Vaneck,375984,6822481,896805,5070,901875,13.22%
WS202,XYZ Insurance Fund,AOA,Aggressive Allocation Ishares Core ETF,324885,26475221,286507,43333,329840,1.25%
WS202,XYZ Insurance Fund,AOIL,Aberdeen Standard Bloomberg WTI Crude,270982,14549075,339347,84040,423387,2.91%
WS202,XYZ Insurance Fund,AOK,Conservative Allocation Ishares Core ETF,285791,8173002,440763,63809,504572,6.17%
WS202,XYZ Insurance Fund,AOM,Moderate Allocation Ishares Core ETF,204081,24708209,322595,62728,385323,1.56%
WS202,XYZ Insurance Fund,AOR,Growth Allocation Ishares Core ETF,293422,27848155,754887,42882,797769,2.86%
SC101,Harvee School Fund,APT,Alpha Pro Tech,398611,14312317,553817,8917,562734,3.93%
SC101,Harvee School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,675577,52166,727743,3.96%
SC101,Harvee School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,551512,46933,598445,3.17%
SC101,Harvee School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,444008,32310,476318,1.97%
SC101,Harvee School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,24823,88886,113709,1.28%
SC101,Harvee School Fund,ARKK,Ark Innovation ETF,255860,29494971,480060,31966,512026,1.74%
SC101,Harvee School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,119577,14738,134315,0.69%
SC101,Harvee School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,672657,6030,678687,5.81%
SC101,Harvee School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,662706,74452,737158,3.48%
SC101,Harvee School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,301166,61539,362705,4.37%
SC101,Harvee School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,432003,10002,442005,3.16%
SC101,Harvee School Fund,ASHR,Db-Xt Harvest CSI 300 China A,317805,8760840,571134,58664,629798,7.19%
SC101,Harvee School Fund,ASHS,Db-Xt Harvest CSI 500 China A,352585,8704216,451748,4935,456683,5.25%
SC101,Harvee School Fund,ASHX,Db-Xt CSI 300 China A Hgd Eq,248579,3334550,760054,21219,781273,23.43%
SC101,Harvee School Fund,ASM,Avino Silver & Gold,284852,15132228,348698,3243,351941,2.33%
SC101,Harvee School Fund,ATMP,Barclays Plus Select MLP ETN,254220,12262853,284449,12337,296786,2.42%
SC101,Harvee School Fund,ATNM,Actinium Pharmaceuticals Inc,196179,14895548,381606,8876,390482,2.62%
WD202,Emerging Market Fund,AUG,Auryn Resources Inc,314712,7426893,332068,28497,360565,4.85%
WD202,Emerging Market Fund,AUMN,Golden Minerals CO,338042,24375054,752807,44495,797302,3.27%
WD202,Emerging Market Fund,AUSF,Global X Adaptive US Factor ETF,269906,13569418,581757,85509,667266,4.92%
WD202,Emerging Market Fund,AWTM,Aware Ultra-Short Duration Enhanced,442960,22629602,732516,85648,818164,3.62%
WD202,Emerging Market Fund,AWX,Avalon Holdings Corp,322428,4537393,154795,-3452,151343,3.34%
WD202,Emerging Market Fund,AXJL,Asia Pacific Ex-Japan Wisdomtree,145822,12561663,177766,29567,207333,1.65%
WD202,Emerging Market Fund,AXJV,Asia Ex Japan Min Vol Ishares Edge MSCI,378352,16883873,789065,17122,806187,4.77%
WD202,Emerging Market Fund,AXU,Alexco Resource Corp,250817,25962954,123004,82244,205248,0.79%
QS909,US Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,428814,52447,481261,2.28%
QS909,US Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,40984,5219,46203,0.34%
QS909,US Equity Fund,AAMC,Altisource Asset,259939,6379610,862043,55262,917305,14.38%
QS909,US Equity Fund,AAU,Almaden Minerals,417842,15472303,206577,35918,242495,1.57%
QS909,US Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,334277,39513,373790,2.51%
QS909,US Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,257535,31902,289437,1.03%
QS909,US Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,467515,56553,524068,1.80%
QS909,US Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,112250,76576,188826,2.07%
QS909,US Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,173694,15443,189137,0.91%
QS909,US Equity Fund,ACU,Acme United Corp,205776,13071018,716029,5628,721657,5.52%
QS909,US Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,241183,77883,319066,1.37%
QS909,US Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,583696,81589,665285,3.23%
QS909,US Equity Fund,ACY,Aerocentury Corp,320237,18665084,409964,55150,465114,2.49%
QS909,US Equity Fund,AE,Adams Resources & Energy,317647,16875502,204009,82022,286031,1.69%
QS909,US Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,74499,9284,83783,0.34%
QS909,US Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,228285,25958,254243,1.35%
IS504,IXIX Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,170486,69801,240287,0.91%
IS504,IXIX Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,890087,71544,961631,4.95%
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,368210,67919,436129,1.60%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,434667,77078,511745,4.81%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,608069,88527,696596,3.90%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,213702,74520,288222,1.29%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,524129,46065,570194,1.90%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,671267,68601,739868,20.49%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,727335,39306,766641,60.34%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,614200,25440,639640,112.40%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,724334,39048,763382,5.33%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,542702,17966,560668,3.05%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,258480,82448,340928,1.80%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,693872,13754,707626,2.93%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,508274,428,508702,5.75%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,538177,87681,625858,2.12%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,517880,8975,526855,2.70%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,500052,29824,529876,4.54%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,69157,85475,154632,0.73%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,236656,81312,317968,3.83%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,296151,30590,326741,2.34%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,31602,80800,112402,0.53%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,114240,61698,175938,1.29%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,141619,69971,211590,3.32%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,343267,52745,396012,2.56%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,382440,87008,469448,3.15%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,696951,37427,734378,2.61%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,62310,86659,148969,0.51%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,454731,68638,523369,5.75%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,355161,37039,392200,1.89%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,495638,-6136,489502,3.74%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,195786,81193,276979,1.19%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,454607,3590,458197,2.22%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,758217,69076,827293,4.43%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,425014,67531,492545,2.92%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,227904,72911,300815,1.24%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,233549,-8756,224793,1.20%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,845444,80836,926280,32.28%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,307417,41220,348637,1.34%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,731215,4909,736124,6.68%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,685832,72016,757848,23.77%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,436050,-7901,428149,8.81%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,858613,12555,871168,3.28%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,357297,28629,385926,4.59%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,294214,74947,369161,1.75%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,694050,25761,719811,5.27%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,250788,50000,300788,4.71%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,391676,40853,432529,2.80%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,149356,28861,178217,1.20%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,64358,49739,114097,0.41%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,43310,6012,49322,0.17%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,889866,-7924,881942,9.69%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,229644,71708,301352,1.46%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,328500,65865,394365,3.02%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,838285,37019,875304,3.75%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,110917,63286,174203,0.85%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,517574,13462,531036,2.85%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,677639,55789,733428,4.35%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,461634,69071,530705,2.18%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,152279,3878,156157,0.83%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,823555,4595,828150,28.86%
